raw_text,portion_parsed,normalized_curie,normalized_label,count
Biodigestor,Biodigestor,,Biodigestor,20
Control sample,Control sample,,Control sample,20
abdominal tissue,abdominal tissue,,abdominal tissue,20
gingival crevicular fluid [MESH:D005883],gingival crevicular fluid [MESH:D005883],,gingival crevicular fluid MESH:D005883,20
ENVO:00003859,ENVO:00003859,ENVO:00003859,,20
Boreal_forests,Boreal_forests,,Boreal_forests,20
Citrullus lanatus,Citrullus lanatus,,Citrullus lanatus,20
Cryoconite sediments,Cryoconite sediments,,Cryoconite sediments,20
feces;Time1,feces;Time1,,feces;Time1,20
Cecum terminal,Cecum terminal,,Cecum terminal,20
brine pool (ENVO:00000369),brine pool (ENVO:00000369),ENVO:00000369,brine pool,20
human skin microbiome,human skin microbiome,,human skin microbiome,20
activated sludge biofilm,activated sludge biofilm,,activated sludge biofilm,20
center,center,,center,20
"contents of the distal ileum, proximal to the ileal/cecal junction","contents of the distal ileum, proximal to the ileal/cecal junction",,"contents of the distal ileum, proximal to the ileal/cecal junction",20
ENVO_01000297,ENVO_01000297,ENVO:01000297,,20
Microbial community in apple orchard,Microbial community in apple orchard,,Microbial community in apple orchard,20
Cryptocarya angulata,Cryptocarya angulata,,Cryptocarya angulata,20
Ileal scraping,Ileal scraping,,Ileal scraping,20
marine waterbody,marine waterbody,,marine waterbody,20
distilled water[00003065],distilled water[00003065],,distilled water00003065,20
Near-shore coastal macroalgal habitat,Near-shore coastal macroalgal habitat,,Near-shore coastal macroalgal habitat,20
Antropogenic terresterial biome [ENVO:01000219] | Urban biome [ENVO:01000249],Antropogenic terresterial biome [ENVO:01000219],ENVO:01000219,Antropogenic terresterial biome,20
Antropogenic terresterial biome [ENVO:01000219] | Urban biome [ENVO:01000249],Urban biome [ENVO:01000249],ENVO:01000249,Urban biome,20
host body product,host body product,,host body product,20
building - food processing factory,building - food processing factory,,building - food processing factory,20
feces;Time2,feces;Time2,,feces;Time2,20
archive room2,archive room2,,archive room2,20
feces;Time3,feces;Time3,,feces;Time3,20
fecs,fecs,,fecs,20
marine coral reef biome(ENVO:01000049),marine coral reef biome(ENVO:01000049),ENVO:01000049,marine coral reef biome,20
groundwater-fed rapid sand filter biofilm,groundwater-fed rapid sand filter biofilm,,groundwater-fed rapid sand filter biofilm,20
not apllicable,not apllicable,,not apllicable,20
Salmon fillet,Salmon fillet,,Salmon fillet,20
Technical control,Technical control,,Technical control,20
Ponderosa Pine Meadow,Ponderosa Pine Meadow,,Ponderosa Pine Meadow,20
ZymoBIOMICS Microbial Community DNA Standard,ZymoBIOMICS Microbial Community DNA Standard,,ZymoBIOMICS Microbial Community DNA Standard,20
sulphate-bicarbonate waters,sulphate-bicarbonate waters,,sulphate-bicarbonate waters,20
Poultry sausage,Poultry sausage,,Poultry sausage,20
sludge draft genome assembly,sludge draft genome assembly,,sludge draft genome assembly,20
strawberry field,strawberry field,,strawberry field,20
resuspend big lake,resuspend big lake,,resuspend big lake,20
resuspend small lake,resuspend small lake,,resuspend small lake,20
Temperate Woodland biome,Temperate Woodland biome,,Temperate Woodland biome,20
Understory of mature forest,Understory of mature forest,,Understory of mature forest,20
PVCNano,PVCNano,,PVCNano,20
[UBERON:0001003],[UBERON:0001003],,UBERON:0001003,20
RWPE1,RWPE1,,RWPE1,20
potted meadow mix rhizosphere sediment,potted meadow mix rhizosphere sediment,,potted meadow mix rhizosphere sediment,20
Taiga | Hot Spring,Taiga,,Taiga,20
Taiga | Hot Spring,Hot Spring,,Hot Spring,20
potted meadow mix seagrass roots,potted meadow mix seagrass roots,,potted meadow mix seagrass roots,20
Tropical and subtropical moist broadleaf forest biome,Tropical and subtropical moist broadleaf forest biome,,Tropical and subtropical moist broadleaf forest biome,20
Sea Coast [ENVO:00000303],Sea Coast [ENVO:00000303],ENVO:00000303,Sea Coast,20
polymer - PP,polymer - PP,,polymer - PP,20
Unvegetated bulk soil,Unvegetated bulk soil,,Unvegetated bulk soil,20
urine ENVO:00002047,urine ENVO:00002047,ENVO:00002047,urine,20
sandy loam,sandy loam,,sandy loam,20
sludge dumping site,sludge dumping site,,sludge dumping site,20
Uruguay,Uruguay,,Uruguay,20
Ship from Argentine Navy,Ship from Argentine Navy,,Ship from Argentine Navy,20
Stagnosol,Stagnosol,,Stagnosol,20
Riverbeds,Riverbeds,,Riverbeds,20
Shubo,Shubo,,Shubo,20
San_Quintin,San_Quintin,,San_Quintin,20
urine swab,urine swab,,urine swab,20
raw sewage,raw sewage,,raw sewage,20
Pork bacon dices,Pork bacon dices,,Pork bacon dices,20
Rangeland biome,Rangeland biome,,Rangeland biome,20
UBERON:0001970,UBERON:0001970,,UBERON:0001970,20
potted play sand rhizosphere sediment,potted play sand rhizosphere sediment,,potted play sand rhizosphere sediment,20
potted play sand seagrass roots,potted play sand seagrass roots,,potted play sand seagrass roots,20
reactor mimiking lake,reactor mimiking lake,,reactor mimiking lake,20
Riparian ecosystem,Riparian ecosystem,,Riparian ecosystem,20
Subtropical monsoon climate,Subtropical monsoon climate,,Subtropical monsoon climate,20
subtropical biome[01001832],subtropical biome[01001832],,subtropical biome01001832,20
subgingival and oral biofilm,subgingival and oral biofilm,,subgingival and oral biofilm,20
rumen bioreactor,rumen bioreactor,,rumen bioreactor,20
Sovediag Gut Microbiome Screening Test Research Kit,Sovediag Gut Microbiome Screening Test Research Kit,,Sovediag Gut Microbiome Screening Test Research Kit,20
wheat plant,wheat plant,,wheat plant,20
Tropical pasture,Tropical pasture,,Tropical pasture,20
YEB medium,YEB medium,,YEB medium,20
Poa pratensis bulk soils,Poa pratensis bulk soils,,Poa pratensis bulk soils,20
Wild-caught,Wild-caught,,Wild-caught,20
saccharide,saccharide,,saccharide,20
sand dune [ENVO_00000170],sand dune [ENVO_00000170],ENVO:00000170,sand dune,20
sampled stool,sampled stool,,sampled stool,20
vagina/vagina-anus,vagina/vagina-anus,,vagina/vagina-anus,20
sm_intestine,sm_intestine,,sm_intestine,20
Stem biome,Stem biome,,Stem biome,20
Taiga_Boreal_forest,Taiga_Boreal_forest,,Taiga_Boreal_forest,20
right and left nares,right and left nares,,right and left nares,20
Smoked salmon,Smoked salmon,,Smoked salmon,20
rhizosheath,rhizosheath,,rhizosheath,20
terrestrial environmental zone[ENVO_01001199],terrestrial environmental zone[ENVO_01001199],ENVO:01001199,terrestrial environmental zone,20
PT_South_E,PT_South_E,,PT_South_E,20
seawater in the euphotic zone,seawater in the euphotic zone,,seawater in the euphotic zone,20
rumen of sheep,rumen of sheep,,rumen of sheep,20
ulcerative colitis,ulcerative colitis,,ulcerative colitis,20
Pueraria lobata Communities,Pueraria lobata Communities,,Pueraria lobata Communities,20
sheep-gut,sheep-gut,,sheep-gut,20
Process water,Process water,,Process water,20
soybean roots,soybean roots,,soybean roots,20
secretion microbiome,secretion microbiome,,secretion microbiome,20
tidal mudflat; http://purl.obolibrary.org/obo/ENVO_00000241,tidal mudflat; http://purl.obolibrary.org/obo/ENVO_00000241,ENVO:00000241,tidal mudflat; http://purl.obolibrary.org/obo/,20
seasonally drying and flooding water level fluctuations,seasonally drying and flooding water level fluctuations,,seasonally drying and flooding water level fluctuations,20
presumptive gut,presumptive gut,,presumptive gut,20
wild barley,wild barley,,wild barley,20
underground geological storage,underground geological storage,,underground geological storage,20
Plant organ,Plant organ,,Plant organ,20
released organic matter,released organic matter,,released organic matter,20
Saccharin+Lactisole,Saccharin+Lactisole,,Saccharin+Lactisole,20
"Victor Mine, ON, CA","Victor Mine, ON, CA",,"Victor Mine, ON, CA",20
sparce pine stands,sparce pine stands,,sparce pine stands,20
Songduo township,Songduo township,,Songduo township,20
spoiled meat,spoiled meat,,spoiled meat,20
Soil prokaryotic community,Soil prokaryotic community,,Soil prokaryotic community,20
tidal watercourse [ENVO:00000412],tidal watercourse [ENVO:00000412],ENVO:00000412,tidal watercourse,20
rectum UBERON:0001052,rectum UBERON:0001052,,rectum UBERON:0001052,20
Water microbiome,Water microbiome,,Water microbiome,20
raw pork sausage,raw pork sausage,,raw pork sausage,20
Unidentified lichen (Ascomycota),Unidentified lichen (Ascomycota),,Unidentified lichen Ascomycota,20
Temperate Woodland Biome,Temperate Woodland Biome,,Temperate Woodland Biome,20
root endosphere,root endosphere,,root endosphere,20
SE_South_I,SE_South_I,,SE_South_I,20
whole rumen contents,whole rumen contents,,whole rumen contents,20
Syzygium endophloium,Syzygium endophloium,,Syzygium endophloium,20
"Sample was taken from plant-MFC reactor operated in the dark and light ratio of 10:14 h within a climate chamber (Microclima 1750, Snijders Scientific, Tilburg, Netherlands) at 250C and humidity of 70%. The average photosynthetically active radiation (PAR) light intensity was was 470.4±12.14 µmol s-1 m-2.","Sample was taken from plant-MFC reactor operated in the dark and light ratio of 10:14 h within a climate chamber (Microclima 1750, Snijders Scientific, Tilburg, Netherlands) at 250C and humidity of 70%. The average photosynthetically active radiation (PAR) light intensity was was 470.4±12.14 µmol s-1 m-2.",,"Sample was taken from plant-MFC reactor operated in the dark and light ratio of 10:14 h within a climate chamber Microclima 1750, Snijders Scientific, Tilburg, Netherlands at 250C and humidity of 70%. The average photosynthetically active radiation PAR light intensity was was 470.4±12.14 µmol s-1 m-2.",20
trough,trough,,trough,20
soy sauce,soy sauce,,soy sauce,20
rock [ENVO: 00001995],rock [ENVO: 00001995],,rock ENVO: 00001995,20
PT_South_LI,PT_South_LI,,PT_South_LI,20
Seafood,Seafood,,Seafood,20
Urban Biom,Urban Biom,,Urban Biom,20
semen,semen,,semen,20
Wheat fields,Wheat fields,,Wheat fields,20
waste water[ENVO_00002001],waste water[ENVO_00002001],ENVO:00002001,waste water,20
strain stored,strain stored,,strain stored,20
vermetid mucus net,vermetid mucus net,,vermetid mucus net,20
supply canal,supply canal,,supply canal,20
Skin biopsy,Skin biopsy,,Skin biopsy,20
uncontaminated seawater,uncontaminated seawater,,uncontaminated seawater,20
terrestrial subsurface aquifer,terrestrial subsurface aquifer,,terrestrial subsurface aquifer,20
South Australia,South Australia,,South Australia,20
sublingual [UBERON:2001275],sublingual [UBERON:2001275],,sublingual UBERON:2001275,20
present_day_salinity,present_day_salinity,,present_day_salinity,20
Polish patients with ulcerative colitis,Polish patients with ulcerative colitis,,Polish patients with ulcerative colitis,20
Respiratory epithelial cells,Respiratory epithelial cells,,Respiratory epithelial cells,20
Tibetan plateau,Tibetan plateau,,Tibetan plateau,20
thermal spring (ENVO_00000051),thermal spring (ENVO_00000051),ENVO:00000051,thermal spring,20
Potato surface,Potato surface,,Potato surface,20
Urediniospore tissue,Urediniospore tissue,,Urediniospore tissue,20
Wall,Wall,,Wall,20
volcanic lake water biome,volcanic lake water biome,,volcanic lake water biome,20
terrestrial biome[ENVO_00000446],terrestrial biome[ENVO_00000446],ENVO:00000446,terrestrial biome,20
potato soft rot/ blackleg diseases,potato soft rot/ blackleg diseases,,potato soft rot/ blackleg diseases,20
Tropical woodland biome,Tropical woodland biome,,Tropical woodland biome,20
Spirogloea muscicola,Spirogloea muscicola,,Spirogloea muscicola,20
Soil polluted by leachate from alkaline chromate containing waste,Soil polluted by leachate from alkaline chromate containing waste,,Soil polluted by leachate from alkaline chromate containing waste,20
Whole Daphnia magna in COMBO medium,Whole Daphnia magna in COMBO medium,,Whole Daphnia magna in COMBO medium,20
travertine,travertine,,travertine,20
soil [ENVO:00001998]|arable soil [ENVO:00005742]|fertilized soil [ENVO:00005754],soil [ENVO:00001998],ENVO:00001998,soil,20
soil [ENVO:00001998]|arable soil [ENVO:00005742]|fertilized soil [ENVO:00005754],arable soil [ENVO:00005742],ENVO:00005742,arable soil,20
soil [ENVO:00001998]|arable soil [ENVO:00005742]|fertilized soil [ENVO:00005754],fertilized soil [ENVO:00005754],ENVO:00005754,fertilized soil,20
sediment- microorganism,sediment- microorganism,,sediment- microorganism,20
sand and algae,sand and algae,,sand and algae,20
sea ice [ENVO:00002200],sea ice [ENVO:00002200],ENVO:00002200,sea ice,19
sediemnt,sediemnt,,sediemnt,19
Topsoil,Topsoil,,Topsoil,19
Sterile Swab,Sterile Swab,,Sterile Swab,19
protected brush,protected brush,,protected brush,19
right retroauricular crease,right retroauricular crease,,right retroauricular crease,19
Purified water laboratory control,Purified water laboratory control,,Purified water laboratory control,19
Spruce tissue (root),Spruce tissue (root),,Spruce tissue root,19
swab of surface,swab of surface,,swab of surface,19
temperate_broadleaf_forest_biome,temperate_broadleaf_forest_biome,,temperate_broadleaf_forest_biome,19
Saguenay,Saguenay,,Saguenay,19
seawater tank,seawater tank,,seawater tank,19
Positive control,Positive control,,Positive control,19
UropygialGland,UropygialGland,,UropygialGland,19
soil5,soil5,,soil5,19
temperate_grassland_biome,temperate_grassland_biome,,temperate_grassland_biome,19
temperate forest|||temperate forest,temperate forest,,temperate forest,19
temperate forest|||temperate forest,temperate forest,,temperate forest,19
temperate agricultural land,temperate agricultural land,,temperate agricultural land,19
shipwreck biome,shipwreck biome,,shipwreck biome,19
tank water,tank water,,tank water,19
Spruce tissue (needles),Spruce tissue (needles),,Spruce tissue needles,19
subseafloor biome,subseafloor biome,,subseafloor biome,19
water in circulating loop,water in circulating loop,,water in circulating loop,19
Realgar Mining Area,Realgar Mining Area,,Realgar Mining Area,19
Spruce tissue (bark),Spruce tissue (bark),,Spruce tissue bark,19
Woodchip + drainage water,Woodchip + drainage water,,Woodchip + drainage water,19
polymer tiles stone,polymer tiles stone,,polymer tiles stone,19
Poa pratensis rhizosphere,Poa pratensis rhizosphere,,Poa pratensis rhizosphere,19
Saline water lake,Saline water lake,,Saline water lake,19
StormwaterOutfall,StormwaterOutfall,,StormwaterOutfall,19
TurfDistal,TurfDistal,,TurfDistal,19
University campus,University campus,,University campus,19
Skin sample : under panniculus,Skin sample : under panniculus,,Skin sample : under panniculus,19
Small bowel microbiome,Small bowel microbiome,,Small bowel microbiome,19
Spruce tissue (lower stem),Spruce tissue (lower stem),,Spruce tissue lower stem,19
underground water[ENVO:00005792],underground water[ENVO:00005792],ENVO:00005792,underground water,19
Skin sample : above panniculus,Skin sample : above panniculus,,Skin sample : above panniculus,19
winter,winter,,winter,19
sludge [ENVO_00002044],sludge [ENVO_00002044],ENVO:00002044,sludge,19
wastewater [ENVO:00002043],wastewater [ENVO:00002043],ENVO:00002043,wastewater,19
sediments and sedimentary rocks,sediments and sedimentary rocks,,sediments and sedimentary rocks,19
Whole Daphnia dentifera in COMBO medium,Whole Daphnia dentifera in COMBO medium,,Whole Daphnia dentifera in COMBO medium,19
wastewater treatment plant [ENVO_00002043],wastewater treatment plant [ENVO_00002043],ENVO:00002043,wastewater treatment plant,19
saline water [ENVO_00002010]|sea water [ENVO_00002149]|sea sand [ENVO_00002118],saline water [ENVO_00002010],ENVO:00002010,saline water,19
saline water [ENVO_00002010]|sea water [ENVO_00002149]|sea sand [ENVO_00002118],sea water [ENVO_00002149],ENVO:00002149,sea water,19
saline water [ENVO_00002010]|sea water [ENVO_00002149]|sea sand [ENVO_00002118],sea sand [ENVO_00002118],ENVO:00002118,sea sand,19
rainfall,rainfall,,rainfall,19
urban freshwater,urban freshwater,,urban freshwater,19
Trans tracheal wash,Trans tracheal wash,,Trans tracheal wash,19
rumen solids and liquids,rumen solids and liquids,,rumen solids and liquids,19
underground system,underground system,,underground system,19
Plastic,Plastic,,Plastic,19
tissue culture,tissue culture,,tissue culture,19
woodland: tropical woodland biome,woodland: tropical woodland biome,,woodland: tropical woodland biome,19
